Cell	Cell_Type	Gender
L4.MAA000572.3_8_M.1.1	microglial_cell	M
M9.MAA000572.3_8_M.1.1	microglial_cell	M
N13.MAA000572.3_8_M.1.1	microglial_cell	M
B6.MAA000572.3_8_M.1.1	microglial_cell	M
E1.MAA000572.3_8_M.1.1	microglial_cell	M
G10.MAA000572.3_8_M.1.1	microglial_cell	M
I7.MAA000572.3_8_M.1.1	microglial_cell	M
B11.MAA000572.3_8_M.1.1	microglial_cell	M
B8.MAA000572.3_8_M.1.1	microglial_cell	M
E3.MAA000572.3_8_M.1.1	microglial_cell	M
G15.MAA000572.3_8_M.1.1	microglial_cell	M
I9.MAA000572.3_8_M.1.1	microglial_cell	M
E2.MAA000572.3_8_M.1.1	microglial_cell	M
G11.MAA000572.3_8_M.1.1	microglial_cell	M
I8.MAA000572.3_8_M.1.1	microglial_cell	M
J21.MAA000572.3_8_M.1.1	microglial_cell	M
L5.MAA000572.3_8_M.1.1	microglial_cell	M
M10.MAA000572.3_8_M.1.1	microglial_cell	M
N14.MAA000572.3_8_M.1.1	microglial_cell	M
J22.MAA000572.3_8_M.1.1	microglial_cell	M
B12.MAA000572.3_8_M.1.1	microglial_cell	M
E12.MAA000572.3_8_M.1.1	microglial_cell	M
G16.MAA000572.3_8_M.1.1	microglial_cell	M
I10.MAA000572.3_8_M.1.1	microglial_cell	M
K1.MAA000572.3_8_M.1.1	microglial_cell	M
L7.MAA000572.3_8_M.1.1	microglial_cell	M
L6.MAA000572.3_8_M.1.1	microglial_cell	M
M12.MAA000572.3_8_M.1.1	microglial_cell	M
N16.MAA000572.3_8_M.1.1	microglial_cell	M
M11.MAA000572.3_8_M.1.1	microglial_cell	M
N15.MAA000572.3_8_M.1.1	microglial_cell	M
O21.MAA000572.3_8_M.1.1	microglial_cell	M
O22.MAA000572.3_8_M.1.1	microglial_cell	M
P1.MAA000572.3_8_M.1.1	microglial_cell	M
P2.MAA000572.3_8_M.1.1	microglial_cell	M
P3.MAA000572.3_8_M.1.1	microglial_cell	M
P5.MAA000572.3_8_M.1.1	microglial_cell	M
O1.MAA000572.3_8_M.1.1	microglial_cell	M
O2.MAA000572.3_8_M.1.1	microglial_cell	M
P7.MAA000572.3_8_M.1.1	microglial_cell	M
O3.MAA000572.3_8_M.1.1	microglial_cell	M
P8.MAA000572.3_8_M.1.1	microglial_cell	M
O4.MAA000572.3_8_M.1.1	microglial_cell	M
P9.MAA000572.3_8_M.1.1	microglial_cell	M
O5.MAA000572.3_8_M.1.1	microglial_cell	M
P10.MAA000572.3_8_M.1.1	microglial_cell	M
O7.MAA000572.3_8_M.1.1	microglial_cell	M
P12.MAA000572.3_8_M.1.1	microglial_cell	M
O6.MAA000572.3_8_M.1.1	microglial_cell	M
P11.MAA000572.3_8_M.1.1	microglial_cell	M
O8.MAA000572.3_8_M.1.1	microglial_cell	M
P14.MAA000572.3_8_M.1.1	microglial_cell	M
O9.MAA000572.3_8_M.1.1	microglial_cell	M
P15.MAA000572.3_8_M.1.1	microglial_cell	M
O10.MAA000572.3_8_M.1.1	microglial_cell	M
P16.MAA000572.3_8_M.1.1	microglial_cell	M
O11.MAA000572.3_8_M.1.1	microglial_cell	M
P17.MAA000572.3_8_M.1.1	microglial_cell	M
P18.MAA000572.3_8_M.1.1	microglial_cell	M
P19.MAA000572.3_8_M.1.1	microglial_cell	M
O14.MAA000572.3_8_M.1.1	microglial_cell	M
O15.MAA000572.3_8_M.1.1	microglial_cell	M
O16.MAA000572.3_8_M.1.1	microglial_cell	M
O17.MAA000572.3_8_M.1.1	microglial_cell	M
P22.MAA000572.3_8_M.1.1	microglial_cell	M
O18.MAA000572.3_8_M.1.1	microglial_cell	M
O20.MAA000572.3_8_M.1.1	microglial_cell	M
A5.MAA000573.3_9_M.1.1	microglial_cell	M
A15.MAA000573.3_9_M.1.1	microglial_cell	M
I1.MAA000573.3_9_M.1.1	microglial_cell	M
K6.MAA000573.3_9_M.1.1	microglial_cell	M
H19.MAA000573.3_9_M.1.1	microglial_cell	M
K5.MAA000573.3_9_M.1.1	microglial_cell	M
M1.MAA000573.3_9_M.1.1	microglial_cell	M
N8.MAA000573.3_9_M.1.1	microglial_cell	M
P15.MAA000573.3_9_M.1.1	microglial_cell	M
M2.MAA000573.3_9_M.1.1	microglial_cell	M
I5.MAA000573.3_9_M.1.1	microglial_cell	M
K9.MAA000573.3_9_M.1.1	microglial_cell	M
M3.MAA000573.3_9_M.1.1	microglial_cell	M
N9.MAA000573.3_9_M.1.1	microglial_cell	M
N10.MAA000573.3_9_M.1.1	microglial_cell	M
O15.MAA000573.3_9_M.1.1	microglial_cell	M
O14.MAA000573.3_9_M.1.1	microglial_cell	M
P16.MAA000573.3_9_M.1.1	microglial_cell	M
P17.MAA000573.3_9_M.1.1	microglial_cell	M
I14.MAA000573.3_9_M.1.1	microglial_cell	M
C2.MAA000573.3_9_M.1.1	microglial_cell	M
K10.MAA000573.3_9_M.1.1	microglial_cell	M
M4.MAA000573.3_9_M.1.1	microglial_cell	M
P18.MAA000573.3_9_M.1.1	microglial_cell	M
N11.MAA000573.3_9_M.1.1	microglial_cell	M
O16.MAA000573.3_9_M.1.1	microglial_cell	M
C5.MAA000573.3_9_M.1.1	microglial_cell	M
I17.MAA000573.3_9_M.1.1	microglial_cell	M
K16.MAA000573.3_9_M.1.1	microglial_cell	M
N12.MAA000573.3_9_M.1.1	microglial_cell	M
O17.MAA000573.3_9_M.1.1	microglial_cell	M
P19.MAA000573.3_9_M.1.1	microglial_cell	M
M6.MAA000573.3_9_M.1.1	microglial_cell	M
I20.MAA000573.3_9_M.1.1	microglial_cell	M
