Cell	Cell_Type	Gender
B22.B002427.3_39_F.1.1	leukocyte	F
G9.B002427.3_39_F.1.1	leukocyte	F
K18.B002427.3_39_F.1.1	leukocyte	F
L20.B002427.3_39_F.1.1	leukocyte	F
C3.B002427.3_39_F.1.1	leukocyte	F
D6.B002427.3_39_F.1.1	leukocyte	F
N2.B002427.3_39_F.1.1	leukocyte	F
M3.B002427.3_39_F.1.1	leukocyte	F
E15.B002427.3_39_F.1.1	leukocyte	F
C12.B002427.3_39_F.1.1	leukocyte	F
D15.B002427.3_39_F.1.1	leukocyte	F
L9.B002427.3_39_F.1.1	leukocyte	F
O1.B002427.3_39_F.1.1	leukocyte	F
P5.B002427.3_39_F.1.1	leukocyte	F
P9.B002427.3_39_F.1.1	leukocyte	F
N13.B002427.3_39_F.1.1	leukocyte	F
M20.B002428.3_38_F.1.1	leukocyte	F
D13.B002428.3_38_F.1.1	leukocyte	F
F22.B002428.3_38_F.1.1	leukocyte	F
C13.B002428.3_38_F.1.1	leukocyte	F
M1.B002428.3_38_F.1.1	leukocyte	F
H8.B002428.3_38_F.1.1	leukocyte	F
I14.B002428.3_38_F.1.1	leukocyte	F
O11.B002428.3_38_F.1.1	leukocyte	F
G7.B002428.3_38_F.1.1	leukocyte	F
N14.B002428.3_38_F.1.1	leukocyte	F
E14.B002428.3_38_F.1.1	leukocyte	F
I10.B002429.3_38_F.1.1	leukocyte	F
G19.B002429.3_38_F.1.1	leukocyte	F
C15.B002429.3_38_F.1.1	leukocyte	F
E10.B002429.3_38_F.1.1	leukocyte	F
J19.B002429.3_38_F.1.1	leukocyte	F
N13.B002429.3_38_F.1.1	leukocyte	F
I19.B000412.3_56_F.1.1	leukocyte	F
E15.B000412.3_56_F.1.1	leukocyte	F
H6.B000412.3_56_F.1.1	leukocyte	F
B19.B000412.3_56_F.1.1	leukocyte	F
N3.B000412.3_56_F.1.1	leukocyte	F
H20.B000412.3_56_F.1.1	leukocyte	F
P4.B000412.3_56_F.1.1	leukocyte	F
